LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE, CURRENT_BALANCE ,FICO_SCORE,LTV, ORIG_VALUE , AVM_VALUE ,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,
16664908,3/19/2010,3/11/2010,,,,7/27/2010,MNWMQK,Quicken Loans Inc,1973765755,OH,No,No,12/8/2009," $213,750.00 ",769,95,,,,,R,B,Community Banks,Mike Willams,3/29/2010,4,WFMBS 2006-AR4,6/1/2013,
19558905,7/11/2012,7/12/2012,,7/30/2012,,9/28/2012,BQNOJO,"Wells Fargo Bank, N.A.",292098068,CA,No,No,5/15/2012," $232,750.00 ",769,95," $245,000.00 ",,N/A,,P,B,Bank Owned Mortgage Company - National,Eric Miller,9/7/2012,4,WFMBS 2006-AR4,6/1/2013,
33333839,10/12/2011,10/14/2011,,11/7/2011,,12/9/2011,OCGQBU,Westerra Credit Union,1424856076,CO,No,No,6/15/2011," $232,750.00 ",769,95," $246,000.00 "," $230,000.00 ",N/A,,P,B,Credit Unions,Steve Winston,12/9/2011,4,WFMBS 2006-5,6/1/2013,
24647321,6/21/2011,6/23/2011,,7/12/2011,,8/1/2011,AOYABB,Pinnacle Capital Mortgage Corporation,4301053084,CA,No,No,5/23/2011," $266,000.00 ",769,95," $280,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/1/2011,4,SEMT 2012-5,6/1/2013,
18635793,10/8/2012,10/10/2012,11/12/2012,11/28/2012,,1/7/2013,CQFUOT,MSA Mortgage LLC,2200190227,RI,No,No,8/10/2012," $389,500.00 ",769,95," $410,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,1/4/2013,4,SEMT 2012-1,6/1/2013,
22456500,6/21/2011,6/23/2011,,7/7/2011,,7/25/2011,XLXVTX,State Employees Credit Union of MD Inc,8009249958,MD,No,No,2/25/2011," $184,000.00 ",770,83.63999939," $220,000.00 ",,,,R,B,Credit Unions,Mike Willams,7/20/2011,4,SEMT 2012-5,6/1/2013,
25788309,9/21/2011,9/28/2011,,11/4/2011,,12/29/2011,FVPPKD,"Bank of America, N.A.",234483333,MA,No,No,4/25/2011," $240,000.00 ",770,84.20999908," $285,000.00 ",,,,R,B,Bank Owned Mortgage Company - National,Allie Martin,11/21/2011,4,SEMT 2012-1,6/1/2013,
33559349,1/11/2013,1/16/2013,,1/28/2013,,,VMWYGB,Bankers Mortgage Lending Inc,1122100193,FL,No,No,10/15/2012," $405,500.00 ",770,84.48000336," $480,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
20038686,6/21/2011,6/23/2011,,7/28/2011,,8/17/2011,HREIKU,Stearns Lending Inc,4900800013,IL,No,No,5/3/2011," $212,000.00 ",770,84.80000305," $250,000.00 ",,,,R,B,Mortgage Banker - (Large),Mike Willams,8/17/2011,4,WFMBS 2006-AR4,6/1/2013,
29104681,11/23/2010,1/11/2011,,,,2/24/2011,IGYFHF,Terrace Mortgage Company,223207484,GA,No,No,8/20/2010," $394,000.00 ",770,86.02999878," $457,979.77 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,2/24/2011,4,SEMT 2012-1,6/1/2013,
33016935,1/10/2013,1/11/2013,,1/18/2013,,,TUOLRL,Provident Funding Associates LP,9522091079,VA,No,No,10/31/2012," $500,000.00 ",770,88.5," $565,000.00 ",,,,R,B,Mortgage Banker - (Large),,,,WFMBS 2006-AR4,6/1/2013,
28640386,12/20/2011,12/22/2011,,1/13/2012,,2/7/2012,RDBGRD,Affiliated Bank,911091349,TX,No,No,10/19/2011," $226,300.00 ",770,88.75," $255,000.00 ",,,,R,B,Community Banks,Allie Martin,2/6/2012,4,SEMT 2012-5,6/1/2013,
32019448,6/4/2012,6/12/2012,,,,6/20/2012,RWFYKY,"Wells Fargo Bank, N.A.",4099906142,OR,No,No,1/30/2012," $365,000.00 ",770,89.01999664," $410,000.00 "," $399,000.00 ",,,R,B,Bank Owned Mortgage Company - National,Mike Willams,6/20/2012,4,WFMBS 2006-AR4,6/1/2013,
26342458,10/8/2012,10/11/2012,11/12/2012,11/21/2012,,1/16/2013,OMLKRE,Key Mortgage Services Inc,2012-01052,IL,No,Yes,9/2/2012," $72,225.00 ",770,90," $85,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Eric Miller,1/16/2013,4,SEMT 2012-1,6/1/2013,
17033555,10/8/2012,10/10/2012,,10/23/2012,,11/19/2012,ELZWFW,Kings Mortgage Services Inc,429861719,CA,No,No,8/10/2012," $81,900.00 ",770,90," $91,000.00 ",,N/A,,P,G,Mortgage Banker - Bank Owned,Steve Winston,11/19/2012,4,SEMT 2012-5,6/1/2013,
26069761,6/1/2010,9/22/2010,,,,2/22/2011,HYQQNR,Mortgage Financial Services LLC,215713766,LA,No,No,3/25/2010," $152,910.00 ",770,90," $170,000.00 ",,,,P,B,Mortgage Banker - (Large),Allie Martin,10/7/2010,4,SEMT 2012-1,6/1/2013,
31582993,3/15/2012,3/19/2012,,4/12/2012,,5/21/2012,RQILNV,RMC Mortgage Corporation,409541513,FL,Yes,Yes,12/14/2011," $179,554.00 ",770,90," $200,000.00 ",,,,P,B,Mortgage Banker - (Large),Mike Willams,5/21/2012,4,SEMT 2012-1,6/1/2013,
25254252,6/21/2011,6/23/2011,,7/6/2011,,7/26/2011,GYPKJD,RMR Financial LLC,376731758,CA,No,No,4/5/2011," $225,000.00 ",770,90," $305,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,7/22/2011,4,SEMT 2012-5,6/1/2013,
18478305,11/23/2010,1/7/2011,,,,2/4/2011,BLGGNG,Hyperion Capital Group LLC,4062013,WA,No,No,7/7/2010," $297,000.00 ",770,90," $330,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,1/14/2011,4,SEMT 2012-1,6/1/2013,
18009344,12/10/2012,10/18/2012,,11/5/2012,,1/29/2013,BVYHMO,Aerospace Federal Credit Union,8630485,CA,No,Yes,7/11/2012," $485,100.00 ",770,90," $573,500.00 ",,N/A,,P,B,Credit Unions,Eric Miller,1/22/2013,4,WFMBS 2006-AR4,6/1/2013,
14973843,6/27/2012,6/27/2012,,7/20/2012,,9/6/2012,CMSJYD,Cashcall Inc,411584758,CA,No,Yes,2/29/2012," $208,050.00 ",770,94.61000061," $219,900.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/16/2012,4,SEMT 2012-1,6/1/2013,
21655255,6/1/2010,9/7/2010,,,3/24/2011,3/28/2011,BPBNIK,SAC Federal Credit Union,1-257610,NE,No,No,12/1/2009," $75,050.00 ",770,95,,,,,P,B,Credit Unions,Mike Willams,11/5/2010,4,WFMBS 2006-AR4,6/1/2013,
32755611,11/23/2010,1/12/2011,,,,2/4/2011,PDKIQR,Volunteer State Bank,372830935,AL,No,No,8/11/2010," $140,600.00 ",770,95," $148,000.00 ",,,,R,B,Community Banks,Allie Martin,1/14/2011,4,SEMT 2012-5,6/1/2013,
24418503,12/10/2012,12/11/2012,,12/27/2012,,1/25/2013,MARKGB,New York Community Bancorp Inc,6239951,PA,No,No,9/10/2012," $389,500.00 ",770,95," $410,000.00 ",,,,P,B,Community Banks,Allie Martin,1/24/2013,4,SEMT 2012-1,6/1/2013,
32326040,3/15/2012,3/19/2012,,4/10/2012,,5/24/2012,TIXFHG,Empower Federal Credit Union,1377233357,NY,No,No,1/23/2012," $134,345.00 ",770,97," $138,500.00 ",,,,P,B,Credit Unions,Mike Willams,5/16/2012,4,SEMT 2012-5,6/1/2013,
18394294,6/1/2010,9/21/2010,,,,2/22/2011,SVEHGJ,Main Street Home Loans LLC,1120816677,GA,No,No,5/12/2009," $196,000.00 ",771,84.12000275," $233,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/4/2010,4,SEMT 2012-1,6/1/2013,
15489217,1/11/2013,1/23/2013,,,,1/25/2013,USGKFD,First American Bank,HINE,MA,No,No,11/9/2012," $232,000.00 ",771,84.36000061," $275,000.00 ",,,,R,B,Community Banks,,,5,SEMT 2012-1,6/1/2013,
30250804,6/21/2011,6/23/2011,7/15/2011,7/20/2011,8/31/2011,9/8/2011,KFNQKC,Cornerstone Mortgage Company,6850304901,CA,No,No,4/20/2011," $129,200.00 ",771,85," $152,000.00 ",,N/A,,P,G,Mortgage Banker - Bank Owned,Steve Winston,8/11/2011,4,WFMBS 2006-AR4,6/1/2013,
32953158,11/3/2011,11/8/2011,,11/22/2011,,1/17/2012,LUCXUA,Allied Home Mortgage Corp,3784730,WA,No,No,7/6/2011," $131,538.00 ",771,85," $155,000.00 "," $145,000.00 ",,,P,B,Mortgage Banker - (Large),Mike Willams,12/21/2011,4,WFMBS 2006-5,6/1/2013,
23012923,3/15/2012,3/19/2012,,4/12/2012,,5/18/2012,WRYQUL,Coastal Federal Credit Union,,NC,No,No,1/18/2012," $139,750.00 ",771,87.88999939," $159,000.00 ",,,,R,B,Credit Unions,Mike Willams,5/18/2012,4,SEMT 2012-5,6/1/2013,
30956656,6/1/2010,8/17/2010,,,,9/1/2010,PWMYSI,First Federal Savings and Loan Association of,5250167504,OH,No,No,6/3/2009," $170,100.00 ",771,90," $189,000.00 ",,,,P,B,Community Banks,Steve Winston,9/1/2010,4,SEMT 2012-1,6/1/2013,
29047196,10/5/2012,,,10/8/2012,,1/4/2013,AGMZBH,Guaranteed Rate Inc,,NJ,No,Yes,," $234,000.00 ",771,90," $260,000.00 ",,,,P,B,Mortgage Banker - (Large),Rob Jacobs,10/16/2012,4,WFMBS 2006-AR4,6/1/2013,
33362104,8/10/2012,,,,,10/25/2012,KTCSGI,Guaranteed Rate Inc,,IL,No,No,," $260,000.00 ",771,92.86000061," $300,000.00 ",,,,P,B,Mortgage Banker - (Large),Rob Jacobs,9/6/2012,4,WFMBS 2006-AR4,6/1/2013,
25889066,12/20/2011,12/22/2011,,1/9/2012,,1/20/2012,WHQEZV,Coastway Community Bank,,MA,No,No,10/24/2011," $233,000.00 ",771,93.19999695," $250,000.00 ",,,,R,B,Community Banks,Mike Willams,1/20/2012,4,SEMT 2012-5,6/1/2013,
18663420,9/22/2011,9/22/2011,,,,10/18/2011,CBRILO,HOMEBANC NA,800325,FL,No,No,7/28/2011," $76,000.00 ",771,95," $84,000.00 ",,,,P,B,Community Banks,Mike Willams,9/26/2011,4,WFMBS 2006-5,6/1/2013,
27096939,6/1/2010,9/23/2010,,,,12/8/2010,HENJHW,Numerica Credit Union,3880,WA,No,No,3/4/2010," $97,850.00 ",771,95," $128,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,12/8/2010,4,SEMT 2012-1,6/1/2013,
25628520,1/11/2013,1/16/2013,,1/24/2013,,,NTHRIU,Waterstone Mortgage Corporation,47413364,MN,No,No,10/25/2012," $146,514.00 ",771,95," $158,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
23865952,10/8/2012,10/10/2012,,10/19/2012,,11/14/2012,TISOND,Associated Mortgage Corporation,2012003819,OK,Yes,No,9/13/2012," $171,000.00 ",771,95," $183,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,11/8/2012,4,SEMT 2012-1,6/1/2013,
30285261,6/21/2011,6/23/2011,,6/28/2011,,6/30/2011,LHUEMZ,Universal American Mortgage Company LLC,7173149,MN,No,No,5/18/2011," $174,325.00 ",771,95," $183,700.00 ",,,,P,B,Mortgage Banker - (Large),Allie Martin,6/30/2011,4,SEMT 2012-5,6/1/2013,
29928688,8/2/2012,8/10/2012,,8/22/2012,,8/29/2012,JZLOWF,"Wells Fargo Bank, N.A.",411615883,CA,No,Yes,2/9/2012," $261,250.00 ",771,95," $275,000.00 "," $295,904.00 ",,,P,B,Bank Owned Mortgage Company - National,Mike Willams,8/24/2012,4,WFMBS 2006-AR4,6/1/2013,
34301418,11/7/2011,11/7/2011,,11/30/2011,,1/10/2012,VGCWHD,Bell State Bank & Trust,54-206886,MN,No,No,10/24/2011," $275,500.00 ",771,95," $300,000.00 ",,N/A,,P,B,Community Banks,Steve Winston,1/3/2012,4,SEMT 2012-5,6/1/2013,
15563641,7/11/2012,7/12/2012,,7/23/2012,,8/14/2012,XERGON,University of Wisconsin Credit Union,1426165005,WI,No,No,3/14/2012," $180,000.00 ",772,82.94999695," $217,000.00 ",,N/A,,R,B,Credit Unions,Steve Winston,8/10/2012,4,WFMBS 2006-AR4,6/1/2013,
29269052,6/1/2010,9/21/2010,,,,12/23/2010,SSLSFR,Landmark Credit Union,8033343,WI,No,No,5/18/2009," $111,000.00 ",772,84.08999634," $132,000.00 "," $142,782.00 ",N/A,,R,B,Credit Unions,Steve Winston,12/23/2010,4,WFMBS 2006-5,6/1/2013,
33921200,11/23/2010,1/10/2011,,,,4/14/2011,BZDFKS,Republic Bank,371921743,OK,No,No,7/6/2010," $164,500.00 ",772,84.79000092," $194,000.00 ",,,,X,B,Community Banks,Allie Martin,3/4/2011,4,WFMBS 2006-AR4,6/1/2013,
32582403,12/20/2011,1/12/2012,,2/1/2012,,3/5/2012,MFCICS,"Mortgage Investors Group, Inc.",1048358709,TN,No,No,11/15/2011," $403,750.00 ",772,85," $475,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,3/5/2012,4,WFMBS 2006-5,6/1/2013,
31870043,4/19/2011,5/9/2011,,5/11/2011,,5/23/2011,VPWJYX,Mountain America Credit Union,1424726469,UT,No,No,12/7/2010," $188,500.00 ",772,87.66999817," $215,000.00 ",,,,R,B,Credit Unions,Mike Willams,5/23/2011,4,SEMT 2012-5,6/1/2013,
21349414,3/18/2011,3/29/2011,,,,5/19/2011,FFLDCJ,JPMorgan Chase Bank NA,1746134317,GA,No,No,1/12/2011," $154,300.00 ",772,88.16999817," $175,000.00 "," $141,000.00 ",N/A,,R,B,Bank Owned Mortgage Company - National,,,5,WFMBS 2006-AR4,6/1/2013,
22429020,12/8/2011,12/9/2011,12/27/2011,,,1/19/2012,SQPCWL,"Wells Fargo Bank, N.A.",379187982,UT,No,No,8/16/2011," $417,000.00 ",772,88.72000122," $470,000.00 "," $401,856.00 ",,,P,B,Bank Owned Mortgage Company - National,Mike Willams,1/19/2012,4,SEMT 2012-5,6/1/2013,
27227881,9/28/2012,9/28/2012,,,,10/23/2012,QVJGYQ,VIP Mortgage Inc,416170181,CA,No,Yes,7/9/2012," $359,000.00 ",772,89.97000122," $399,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,10/9/2012,4,WFMBS 2006-5,6/1/2013,
31016114,11/23/2010,1/10/2011,,,,4/12/2011,IPLACT,MidWest Financial Credit Union,204544977,MI,No,Yes,5/28/2010," $103,500.00 ",772,90," $115,000.00 ",,,,P,B,Credit Unions,Allie Martin,3/28/2011,4,WFMBS 2006-AR4,6/1/2013,
25906770,9/21/2011,9/28/2011,10/20/2011,10/27/2011,,11/16/2011,KGISYH,Carolina Bank,6800404150,NC,No,No,3/14/2011," $187,200.00 ",772,90," $208,000.00 ",,,,P,B,Community Banks,Mike Willams,11/14/2011,4,WFMBS 2006-5,6/1/2013,
26607465,12/10/2012,10/10/2012,11/10/2012,11/29/2012,,1/23/2013,ABTNHF,W J Bradley Mortgage Capital Corp,300011633,CA,No,No,7/2/2012," $247,500.00 ",772,90," $275,000.00 ",,N/A,,P,G,Mortgage Banker - Bank Owned,Eric Miller,1/10/2013,4,WFMBS 2006-AR4,6/1/2013,
34112185,12/20/2011,12/27/2011,,1/18/2012,,2/14/2012,CAZGDG,The Lending Company Inc,2011090564,AZ,No,Yes,10/27/2011," $308,700.00 ",772,90," $343,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,2/9/2012,4,SEMT 2012-1,6/1/2013,
22917177,6/1/2010,8/9/2010,,,,2/23/2011,MXFIMU,Heartland Bank,2010000328,MO,No,No,3/22/2010," $349,650.00 ",772,90," $400,000.00 ",,,,P,B,Community Banks,Allie Martin,8/16/2010,4,WFMBS 2006-5,6/1/2013,
16576178,6/1/2010,6/28/2010,,,,6/28/2010,EPMQOS,First Savings Mortgage Corporation,219256211,VA,No,No,2/9/2010," $665,100.00 ",772,90," $739,000.00 ",,,,P,B,Mortgage Banker - (Large),Mike Willams,6/28/2010,4,WFMBS 2006-5,6/1/2013,
26222072,6/21/2011,6/24/2011,,7/12/2011,,8/2/2011,SHLXOT,The Huntington National Bank,61694345,OH,No,No,5/13/2011," $158,150.00 ",772,94.98000336," $166,500.00 ",,N/A,,P,B,Bank Owned Mortgage Company - National,Steve Winston,8/1/2011,4,SEMT 2012-5,6/1/2013,
19548093,12/20/2011,12/22/2011,1/17/2012,1/19/2012,,3/5/2012,QMFDID,A K T American Capital Inc,380129221,CA,No,No,9/23/2011," $156,750.00 ",772,95," $165,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,2/29/2012,4,WFMBS 2006-AR4,6/1/2013,
27852571,7/11/2012,7/12/2012,,7/23/2012,,8/24/2012,FYDQPS,Veritas Funding LLC,11101234,UT,No,No,6/15/2012," $166,250.00 ",772,95," $175,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,8/14/2012,4,WFMBS 2006-5,6/1/2013,
33581781,7/11/2012,7/12/2012,,7/30/2012,,9/28/2012,XKCHCU,"Wells Fargo Bank, N.A.",336360961,TX,No,No,4/4/2012," $200,450.00 ",772,95," $215,000.00 ",,N/A,,P,B,Bank Owned Mortgage Company - National,Eric Miller,9/6/2012,4,SEMT 2012-1,6/1/2013,
16328077,6/21/2011,6/23/2011,7/15/2011,7/19/2011,,8/17/2011,WIIVNQ,1st Advantage Mortgage LLC,221103303,MI,No,No,5/2/2011," $342,000.00 ",772,95," $360,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,8/10/2011,4,SEMT 2012-5,6/1/2013,
15641189,7/11/2012,7/12/2012,,7/17/2012,,7/25/2012,SDFBSA,Mortgage Services III LLC,6800524318,CA,No,No,4/11/2012," $379,050.00 ",772,95," $405,000.00 "," $421,974.00 ",,,P,B,Mortgage Banker - Bank Owned,Allie Martin,7/19/2012,4,SEMT 2012-5,6/1/2013,
15336246,10/1/2012,10/12/2012,,10/26/2012,,12/3/2012,ESAVLR,AuburnBank,3007882,AL,No,No,8/13/2012," $261,000.00 ",773,83.12000275," $314,000.00 ",,,,X,B,Community Banks,Mike Willams,12/3/2012,4,WFMBS 2006-5,6/1/2013,
29569440,11/23/2010,1/12/2011,,,,2/17/2011,SAOKAV,Westerra Credit Union,1424517900,CO,No,No,8/6/2010," $220,500.00 ",773,83.20999908," $265,000.00 ",,,,R,B,Credit Unions,Allie Martin,2/15/2011,4,SEMT 2012-5,6/1/2013,
22660694,1/11/2013,1/16/2013,,,,,FJFBNX,Sunstreet Mortgage LLC,432662583,AZ,No,No,11/26/2012," $126,500.00 ",773,83.22000122," $152,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
32072492,1/11/2013,1/16/2013,,2/5/2013,,,VTIVCR,Liberty Bank of Arkansas,6800615910,AR,No,No,10/24/2012," $214,985.00 ",773,84.30999756," $260,000.00 ",,,,P,B,Community Banks,,,,WFMBS 2006-5,6/1/2013,
32275318,11/23/2010,1/12/2011,,,,2/17/2011,ZVUYSL,Westerra Credit Union,1424518478,CO,No,No,8/27/2010," $255,850.00 ",773,85," $301,000.00 ",,,,P,B,Credit Unions,Allie Martin,2/15/2011,4,SEMT 2012-5,6/1/2013,
18842550,9/21/2011,9/28/2011,,11/7/2011,1/13/2012,1/13/2012,WIFYFY,"Bank of America, N.A.",234689297,MA,No,No,4/29/2011," $284,750.00 ",773,85," $335,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,11/18/2011,4,SEMT 2012-1,6/1/2013,
23754091,12/20/2011,12/22/2011,1/24/2012,2/8/2012,,3/19/2012,YHYGKD,Primary Residential Mortgage Inc,128505751,DE,No,No,10/5/2011," $306,000.00 ",773,85," $360,000.00 ",,,,X,B,Mortgage Banker - (Large),Allie Martin,3/8/2012,4,SEMT 2012-5,6/1/2013,
17767560,1/11/2013,1/25/2013,,,,,STGSKG,Sound Mortgage Inc,1122100853,WA,No,No,11/28/2012," $403,750.00 ",773,85," $476,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
28040802,4/19/2011,5/4/2011,,5/18/2011,,6/1/2011,CLBCOB,Midwest Community Bank,,IL,No,No,1/28/2011," $198,000.00 ",773,86.08999634," $230,000.00 ",,N/A,,R,B,Community Banks,Steve Winston,6/1/2011,4,WFMBS 2006-AR4,6/1/2013,
25419747,12/10/2012,10/10/2012,,11/12/2012,,1/29/2013,QWDDVY,Plaza Home Mortgage Inc,2912070034,CA,No,No,8/8/2012," $474,950.00 ",773,86.66999817," $548,000.00 ",,N/A,,P,B,Mortgage Banker - (Large),Steve Winston,1/2/2013,4,SEMT 2012-5,6/1/2013,
22528089,11/3/2011,11/8/2011,,11/22/2011,,1/17/2012,EKRNFX,Allied Home Mortgage Corp,17638192,AZ,No,No,6/22/2011," $84,150.00 ",773,90," $94,000.00 "," $89,421.00 ",,,P,G,Mortgage Banker - (Large),Mike Willams,12/21/2011,4,SEMT 2012-1,6/1/2013,
17736238,4/19/2011,4/29/2011,,,,5/12/2011,NOMGUD,SEFCU Services LLC,210725,NY,No,No,12/13/2010," $91,000.00 ",773,90," $100,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,5/6/2011,4,WFMBS 2006-5,6/1/2013,
17043843,6/21/2011,6/23/2011,,7/7/2011,,8/11/2011,TDPAHS,Shelter Mortgage Company LLC,12942595,SC,No,No,4/19/2011," $99,297.00 ",773,90," $112,000.00 ",,N/A,,P,G,Mortgage Banker - Bank Owned,Steve Winston,7/27/2011,4,WFMBS 2006-5,6/1/2013,
29350354,6/1/2010,7/25/2010,,,,8/31/2010,OTVSIZ,Kern Schools Federal Credit Union,245987031,CA,No,No,2/18/2010," $164,700.00 ",773,90," $183,000.00 ",,N/A,,P,B,Credit Unions,Mike Willams,8/31/2010,4,WFMBS 2006-5,6/1/2013,
16265874,12/20/2011,1/4/2012,2/6/2012,2/14/2012,4/6/2012,4/17/2012,HJQRRL,Alliance Bank NA,1425680939,NY,No,No,10/17/2011," $167,850.00 ",773,90," $191,000.00 ",,,,P,B,Community Banks,Allie Martin,3/13/2012,4,SEMT 2012-5,6/1/2013,
31910298,7/12/2011,7/14/2011,,7/25/2011,,8/15/2011,GQZRLN,Philadelphia Mortgage Advisors Inc,1792256223,NJ,No,Yes,3/23/2011," $360,000.00 ",773,90," $400,000.00 ",,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,8/15/2011,4,SEMT 2012-1,6/1/2013,
17689370,12/20/2011,12/22/2011,1/17/2012,1/17/2012,,2/8/2012,LYVMKH,Central Banc Mortgage Corporation,7720111018,WA,No,No,11/18/2011," $328,600.00 ",773,94.97000122," $346,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,2/8/2012,4,SEMT 2012-1,6/1/2013,
21726883,7/11/2012,7/12/2012,,7/31/2012,,9/12/2012,LLFCBB,Desert Schools Federal Credit Union,2800021335,AZ,No,No,6/15/2012," $118,750.00 ",773,95," $125,000.00 ",,,,P,B,Credit Unions,Mike Willams,9/5/2012,4,WFMBS 2006-AR4,6/1/2013,
19425381,4/19/2011,4/28/2011,,,,5/17/2011,KBBWZY,First World Mortgage Corporation,3000058776,CT,No,No,1/19/2011," $150,100.00 ",773,95," $158,000.00 "," $130,000.00 ",N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,5/16/2011,4,WFMBS 2006-AR4,6/1/2013,
34285578,11/23/2010,12/29/2010,,,,3/15/2011,EOUDKN,Space Coast Credit Union,537030,FL,No,No,5/11/2009," $213,750.00 ",773,95,,,,,P,B,Credit Unions,Mike Willams,1/31/2011,4,WFMBS 2006-5,6/1/2013,
27128392,8/10/2012,,,,,10/25/2012,SBVLSD,Guaranteed Rate Inc,,MA,No,No,," $266,000.00 ",773,95," $280,000.00 "," $277,000.00 ",,,R,B,Mortgage Banker - (Large),Rob Jacobs,10/1/2012,4,SEMT 2012-5,6/1/2013,
15433556,7/11/2012,7/12/2012,,9/7/2012,,8/30/2012,ICUCDE,First Dakota National Bank,38913364,SD,No,No,4/26/2012," $286,425.00 ",773,95," $310,000.00 ",,N/A,,P,B,Community Banks,Eric Miller,7/25/2012,4,SEMT 2012-1,6/1/2013,
26258586,3/15/2012,3/19/2012,,4/10/2012,,6/1/2012,RIBRUL,The Bank Of Canton,6800458289,MA,No,No,12/9/2011," $308,750.00 ",773,95," $350,000.00 ",,N/A,,P,B,Community Banks,Steve Winston,5/22/2012,4,WFMBS 2006-5,6/1/2013,
27381909,1/31/2013,2/1/2013,,,,,KLKBFU,Guaranteed Rate Inc,294865969,IL,No,No,11/30/2012," $353,400.00 ",773,95," $372,000.00 ",,,,P,B,Mortgage Banker - (Large),,,,WFMBS 2006-5,6/1/2013,
32682309,3/15/2012,3/19/2012,,3/28/2012,,4/19/2012,XEFIDX,Vision Bank NA,7180000092,OK,Yes,No,12/7/2011," $174,350.00 ",774,81.08999634," $215,000.00 ",,,,R,B,Community Banks,Mike Willams,4/10/2012,4,WFMBS 2006-AR4,6/1/2013,
25143845,1/11/2013,1/16/2013,,1/29/2013,,,OOTNZH,Kirkston Mortgage Lending LLC,20121153,IN,No,No,11/19/2012," $268,000.00 ",774,84.80999756," $316,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/2013,
28740420,4/19/2011,4/28/2011,,5/18/2011,,6/6/2011,GWTUOZ,AmeriCU Credit Union,70628,NY,No,No,12/10/2010," $191,200.00 ",774,84.98000336," $225,000.00 "," $171,772.00 ",Yes,,P,B,Credit Unions,Mike Willams,6/6/2011,4,SEMT 2012-1,6/1/2013,
22181442,1/11/2013,1/16/2013,,,,,ZQENPZ,Mortgage Master Inc,1123359100,MA,No,No,11/6/2012," $314,500.00 ",774,85," $370,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
32970019,12/10/2012,12/18/2012,,12/20/2012,,1/23/2013,VSZTZO,Meriwest Mortgage Company LLC,70250147,CA,No,No,9/24/2012," $357,000.00 ",774,85," $420,000.00 ",,,,R,B,Credit Unions,Allie Martin,1/23/2013,4,SEMT 2012-1,6/1/2013,
33662740,10/8/2012,10/11/2012,,10/25/2012,,12/13/2012,NNYPJJ,First Bank,6850424008,TX,No,No,8/9/2012," $158,900.00 ",774,88.27999878," $180,000.00 ",,N/A,,R,B,Community Banks,Eric Miller,11/26/2012,4,WFMBS 2006-AR4,6/1/2013,
32112724,1/11/2013,1/16/2013,,2/4/2013,,,TIPEBG,Capital Financial Mortgage Corp,340740,PA,No,No,10/4/2012," $174,000.00 ",774,89.23000336," $195,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/2013,
